atm_inventario_año;atm_inventario_grupo_cont;atm_inventario_sector;atm_inventario_sector_descripcion;atm_inventario_cont_desc;atm_inventario_cont_unidades;atm_inventario_cont_cantidad
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Ni;kg;3.52
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Ni;kg;0.16
1993;Metales pesados;10,0;Agricultura;Ni;kg;3.37
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Ni;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Pb;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Pb;kg;1876.18
1993;Metales pesados;3,0;Plantas de combustión industrial;Pb;kg;1398.51
1993;Metales pesados;4,0;Procesos industriales sin combustión;Pb;kg;873.62
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Pb;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Pb;kg;0.19
1993;Metales pesados;7,0;Transporte por carretera;Pb;kg;167319.52
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Pb;kg;763.47
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Pb;kg;28.77
1993;Metales pesados;10,0;Agricultura;Pb;kg;4.98
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Pb;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Se;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Se;kg;19.91
1993;Metales pesados;3,0;Plantas de combustión industrial;Se;kg;31.23
1993;Metales pesados;4,0;Procesos industriales sin combustión;Se;kg;0.00
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Se;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Se;kg;0.00
1993;Metales pesados;7,0;Transporte por carretera;Se;kg;23.73
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Se;kg;0.59
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Se;kg;1.41
1993;Metales pesados;10,0;Agricultura;Se;kg;2.35
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Se;kg;0.00
1993;Metales pesados;1,0;Combustión en la producción y transformación de energía;Zn;kg;0.00
1993;Metales pesados;2,0;Plantas de combustión no industrial;Zn;kg;3966.50
1993;Metales pesados;3,0;Plantas de combustión industrial;Zn;kg;2976.00
1993;Metales pesados;4,0;Procesos industriales sin combustión;Zn;kg;1320.90
1993;Metales pesados;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;Zn;kg;0.00
1993;Metales pesados;6,0;Uso de disolventes y otros productos;Zn;kg;6.93
1993;Metales pesados;7,0;Transporte por carretera;Zn;kg;3862.85
1993;Metales pesados;8,0;Otros modos de transporte y maquinaria móvil;Zn;kg;67.76
1993;Metales pesados;9,0;Tratamiento y eliminación de residuos;Zn;kg;745.14
1993;Metales pesados;10,0;Agricultura;Zn;kg;55.13
1993;Metales pesados;11,0;Otras fuentes y sumideros (naturaleza);Zn;kg;0.00
1993;Partículas;1,0;Combustión en la producción y transformación de energía;PM2,5;t;0.00
1993;Partículas;2,0;Plantas de combustión no industrial;PM2,5;t;0.00
1993;Partículas;3,0;Plantas de combustión industrial;PM2,5;t;0.00
1993;Partículas;4,0;Procesos industriales sin combustión;PM2,5;t;0.00
1993;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM2,5;t;0.00
1993;Partículas;6,0;Uso de disolventes y otros productos;PM2,5;t;0.00
1993;Partículas;7,0;Transporte por carretera;PM2,5;t;0.00
1993;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM2,5;t;0.00
1993;Partículas;9,0;Tratamiento y eliminación de residuos;PM2,5;t;0.00
1993;Partículas;10,0;Agricultura;PM2,5;t;0.00
1993;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM2,5;t;0.00
1993;Partículas;1,0;Combustión en la producción y transformación de energía;PM10;t;0.00
1993;Partículas;2,0;Plantas de combustión no industrial;PM10;t;0.00
1993;Partículas;3,0;Plantas de combustión industrial;PM10;t;0.00
1993;Partículas;4,0;Procesos industriales sin combustión;PM10;t;0.00
1993;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PM10;t;0.00
1993;Partículas;6,0;Uso de disolventes y otros productos;PM10;t;0.00
1993;Partículas;7,0;Transporte por carretera;PM10;t;0.00
1993;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PM10;t;0.00
1993;Partículas;9,0;Tratamiento y eliminación de residuos;PM10;t;0.00
1993;Partículas;10,0;Agricultura;PM10;t;0.00
1993;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PM10;t;0.00
1993;Partículas;1,0;Combustión en la producción y transformación de energía;PST;t;0.00
1993;Partículas;2,0;Plantas de combustión no industrial;PST;t;0.00
1993;Partículas;3,0;Plantas de combustión industrial;PST;t;0.00
1993;Partículas;4,0;Procesos industriales sin combustión;PST;t;0.00
1993;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PST;t;0.00
1993;Partículas;6,0;Uso de disolventes y otros productos;PST;t;0.00
1993;Partículas;7,0;Transporte por carretera;PST;t;0.00
1993;Partículas;8,0;Otros modos de transporte y maquinaria móvil;PST;t;0.00
1993;Partículas;9,0;Tratamiento y eliminación de residuos;PST;t;0.00
1993;Partículas;10,0;Agricultura;PST;t;0.00
1993;Partículas;11,0;Otras fuentes y sumideros (naturaleza);PST;t;0.00
1993;Partículas;1,0;Combustión en la producción y transformación de energía;BC;t;0.00
1993;Partículas;2,0;Plantas de combustión no industrial;BC;t;0.00
1993;Partículas;3,0;Plantas de combustión industrial;BC;t;0.00
1993;Partículas;4,0;Procesos industriales sin combustión;BC;t;0.00
1993;Partículas;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BC;t;0.00
1993;Partículas;6,0;Uso de disolventes y otros productos;BC;t;0.00
1993;Partículas;7,0;Transporte por carretera;BC;t;0.00
1993;Partículas;8,0;Otros modos de transporte y maquinaria móvil;BC;t;0.00
1993;Partículas;9,0;Tratamiento y eliminación de residuos;BC;t;0.00
1993;Partículas;10,0;Agricultura;BC;t;0.00
1993;Partículas;11,0;Otras fuentes y sumideros (naturaleza);BC;t;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HCB;kg;0.02
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HCB;kg;0.02
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;HCB;kg;0.54
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HCB;kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;DIOX;g;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;DIOX;g;5.83
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;DIOX;g;0.83
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;DIOX;g;1.86
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;DIOX;g;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;DIOX;g;0.00
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;DIOX;g;0.84
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;DIOX;g;0.00
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;DIOX;g;3.53
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;DIOX;g;0.04
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);DIOX;g;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (a);kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (a);kg;2585.79
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (a);kg;86.43
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (a);kg;0.00
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (a);kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (a);kg;0.34
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (a);kg;19.64
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (a);kg;1.48
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (a);kg;0.23
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (a);kg;213.51
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (a);kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (b);kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (b);kg;2404.97
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (b);kg;130.27
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (b);kg;0.00
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (b);kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (b);kg;0.14
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (b);kg;35.17
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (b);kg;2.47
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (b);kg;0.43
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (b);kg;183.58
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (b);kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;BENZO (k);kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;BENZO (k);kg;959.03
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;BENZO (k);kg;56.68
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;BENZO (k);kg;0.00
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;BENZO (k);kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;BENZO (k);kg;0.14
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;BENZO (k);kg;24.53
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;BENZO (k);kg;1.69
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;BENZO (k);kg;0.98
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;BENZO (k);kg;86.24
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);BENZO (k);kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;INDENO;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;INDENO;kg;954.01
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;INDENO;kg;43.51
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;INDENO;kg;0.00
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;INDENO;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;INDENO;kg;0.14
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;INDENO;kg;28.56
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;INDENO;kg;3.38
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;INDENO;kg;0.00
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;INDENO;kg;81.50
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);INDENO;kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;HAP;kg;6903.79
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;HAP;kg;316.90
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;HAP;kg;274.91
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;HAP;kg;0.76
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;HAP;kg;107.91
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;HAP;kg;9.01
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;HAP;kg;1.64
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;HAP;kg;564.83
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);HAP;kg;0.00
1993;Contaminantes orgánicos persistentes;1,0;Combustión en la producción y transformación de energía;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;2,0;Plantas de combustión no industrial;PCB;kg;1.45
1993;Contaminantes orgánicos persistentes;3,0;Plantas de combustión industrial;PCB;kg;0.64
1993;Contaminantes orgánicos persistentes;4,0;Procesos industriales sin combustión;PCB;kg;1.43
1993;Contaminantes orgánicos persistentes;5,0;Extracción y distribución de combustibles fósiles y energía geotérmica;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;6,0;Uso de disolventes y otros productos;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;7,0;Transporte por carretera;PCB;kg;0.21
1993;Contaminantes orgánicos persistentes;8,0;Otros modos de transporte y maquinaria móvil;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;9,0;Tratamiento y eliminación de residuos;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;10,0;Agricultura;PCB;kg;0.00
1993;Contaminantes orgánicos persistentes;11,0;Otras fuentes y sumideros (naturaleza);PCB;kg;0.00
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;1,0;Combustión en la producción y transformación de energía;SOx;t;0.01
1992;Acidificadores, precursores de ozono y gases de efecto invernadero;2,0;Plantas de combustión no industrial;SOx;t;13029.53
